phage,host,phage_name,host_name
NC_030935,CP022580,"Gordonia phage GRU3, complete genome","Gordonia rubripertincta strain CWB2 chromosome, complete genome"
NC_009820,CP027541,"Mycobacterium phage Tweety, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_019508,CP019576,"Clostridium phage phiCP34O, complete genome",Clostridium perfringens strain Del1 genome
NC_008193,NZ_CM002276,"Pasteurella phage F108, complete genome","Pasteurella multocida subsp. multocida P1062 chromosome, whole genome shotgun sequence"
NC_008197,CP027541,"Mycobacterium phage Orion, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008197,CP020809,"Mycobacterium phage Orion, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
NC_008196,CP027541,"Mycobacterium phage Llij, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008196,CP020809,"Mycobacterium phage Llij, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
NC_008195,CP027541,"Mycobacterium phage Cooper, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008195,CP020809,"Mycobacterium phage Cooper, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
NC_008194,CP027541,"Mycobacterium phage 244, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008194,CP020809,"Mycobacterium phage 244, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
NC_008199,CP027541,"Mycobacterium phage Pipefish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008199,CP020809,"Mycobacterium phage Pipefish, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
NC_008198,CP027541,"Mycobacterium phage PBI1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_008198,CP020809,"Mycobacterium phage PBI1, complete genome","Mycobacterium dioxanotrophicus strain PH-06 chromosome, complete genome"
MH020243,CP027541,"Mycobacterium phage TootsiePop, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020242,CP027541,"Mycobacterium phage Misha28, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020241,NZ_CP029604,"Gordonia phage Fenry, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH020240,CP027541,"Mycobacterium phage SuperAwesome, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020247,CP027541,"Mycobacterium phage MPhalcon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020246,CP027541,"Mycobacterium phage SchoolBus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020245,CP027541,"Mycobacterium phage SgtBeansprout, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020244,CP027541,"Mycobacterium phage Lopton, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020249,CP027541,"Mycobacterium phage Skipitt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH020248,CP027541,"Mycobacterium phage Panamaxus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_009737,RKIY01000003,"Bacillus virus 1, complete genome","Bacillus sp. (in: Bacteria) strain FDAARGOS_509 unitig_0_quiver_quiver_pilon, whole genome shotgun sequence"
MG839026,CP019892,"Microbacterium phage Superfresh, complete genome",Microbacterium foliorum strain 122 genome
MG839027,CP019892,"Microbacterium phage Eleri, complete genome",Microbacterium foliorum strain 122 genome
MF140413,CP027541,"Mycobacterium phage Kingsolomon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG839025,CP019892,"Microbacterium phage Raccoon, complete genome",Microbacterium foliorum strain 122 genome
JN698991,CP027541,"Mycobacterium phage Hedgerow, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN698990,CP027541,"Mycobacterium phage IsaacEli, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF140415,LC361338,"Arthrobacter phage KylieMac, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MF140414,CP027541,"Mycobacterium phage Krypton555, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_019418,CP025095,"Streptococcus phage phiNJ2, complete genome","Streptococcus suis strain HN136 chromosome, complete genome"
MG839020,CP019892,"Microbacterium phage Kale, complete genome",Microbacterium foliorum strain 122 genome
NC_021339,NZ_CM001889,"Streptomyces phage Zemlya, complete genome","Streptomyces lividans 1326 chromosome, whole genome shotgun sequence"
NC_021336,CM000737,"Bacillus phage MG-B1, complete genome","Bacillus mycoides strain AH603 chromosome, whole genome shotgun sequence"
NC_021334,CP027541,"Mycobacterium phage WIVsmall, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_002747,NZ_CM007353,"Lactococcus phage TP901-1, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
KU578077,CP027541,"Mycobacterium phage Marie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028876,CP027541,"Mycobacterium phage Ariel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_026421,MF925712,"Equid herpesvirus 5 strain 2-141/67, complete genome","Equus caballus mitochondrion, complete genome"
MF140418,LC361338,"Arthrobacter phage LiSara, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
NC_006949,AP014565,"Enterobacteria phage ES18, complete genome","Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553 DNA, complete genome"
MK359345,CP027541,"Mycobacterium phage QBert, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK359346,CP027541,"Mycobacterium phage NoodleTree, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_020862,NVUC01000001,Sulfitobacter phage phiCB2047-B genomic sequence,"MAG Sulfitobacter sp. isolate NORP99 Contig_source1383C_1004, whole genome shotgun sequence"
NC_010763,CP027541,"Mycobacterium phage Adjutor, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH590604,CP019892,"Microbacterium phage ColaCorta, complete genome",Microbacterium foliorum strain 122 genome
NC_023722,NZ_CM001149,"Rhodococcus phage ReqiPine5, complete genome","Rhodococcus hoagii ATCC 33707 chromosome, whole genome shotgun sequence"
MK359340,CP027541,"Mycobacterium phage Phontbonne, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028874,CP027541,"Mycobacterium phage Pari, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF472895,CP027541,"Mycobacterium phage Kimona, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH590602,CP027541,"Mycobacterium phage Gorge, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH834628,LC361338,"Arthrobacter phage Sputnik, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MH834629,QLNP01000098,"Arthrobacter phage Yang, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
NC_007058,NZ_CP023560,"Staphylococcus phage ROSA, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_003309,NBSQ01000002,"Burkholderia phage phiE125, complete genome","Burkholderia thailandensis strain FDAARGOS_243 unitig_0_quiver_quiver_pilon, whole genome shotgun sequence"
KX611788,QUAI01000001,"Rhodococcus phage Harlequin, complete genome","Rhodococcus erythropolis strain ATCC 15903 DVG80_1, whole genome shotgun sequence"
MH834620,QLNP01000098,"Arthrobacter phage Melons, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MH834621,QLNP01000098,"Arthrobacter phage Nandita, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MH834622,QLNP01000098,"Arthrobacter phage Noely, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MK359343,CP027541,"Mycobacterium phage Pollywog, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH834624,QLNP01000098,"Arthrobacter phage Polka, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MH834625,QLNP01000098,"Arthrobacter phage Richie, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
MH834626,CP019892,"Microbacterium phage Rollins, complete genome",Microbacterium foliorum strain 122 genome
MF472892,CP027541,"Mycobacterium phage TreyKay, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX550443,CP027541,"Mycobacterium phage Magnito, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX550442,CP027541,"Mycobacterium phage Badger, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX550441,CP027541,"Mycobacterium phage LittleGuy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KM347890,CP027541,"Mycobacterium phage Vivaldi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_002796,NZ_CM007353,"Lactococcus phage BK5-T, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
NC_023729,CP027541,"Mycobacterium phage Charlie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023728,CP027541,"Mycobacterium virus DeadP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668288,CP027541,"Mycobacterium phage Wiks, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KU997639,CP027541,"Mycobacterium phage Loadrie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_023610,NZ_NQJM01000001,"Erwinia phage PhiEaH1, complete genome","Erwinia amylovora strain RISTBO01-2 tig00000000, whole genome shotgun sequence"
NC_019524,POWA01000006,"Enterobacter phage Enc34, complete genome","Enterobacter cancerogenus strain FDAARGOS_232 unitig_0_quiver_quiver_pilon, whole genome shotgun sequence"
NC_015254,CP023483,"Brochothrix phage BL3, complete genome","Brochothrix thermosphacta strain BI chromosome, complete genome"
MH727548,CP027541,"Mycobacterium phage Galactic, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF190168,CP027541,"Mycobacterium phage Spoonbill, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536827,CP027541,"Mycobacterium phage Simpliphy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536826,NZ_CP029604,"Gordonia phage Ruthy, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH536825,CP027541,"Mycobacterium phage Ollie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536824,NZ_CP029604,"Gordonia phage NatB6, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH001448,CP027541,"Mycobacterium phage UncleRicky, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001449,CP027541,"Mycobacterium phage MooMoo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536821,CP027541,"Mycobacterium phage Homura, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536820,CP027541,"Mycobacterium phage Glexan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001446,CP027541,"Mycobacterium phage Megabear, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001447,CP027541,"Mycobacterium phage Nilo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_012092,MTZF01000001,"Pseudomonas phage phi2954 segment M, complete sequence","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
KX592589,CP027541,"Mycobacterium phage Iridoclysis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536829,CP027541,"Mycobacterium phage TBrady12, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536828,CP027541,"Mycobacterium phage Snape, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021801,NZ_CP023560,"Staphylococcus phage SA12, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_011216,CP019668,"Burkholderia phage KS10, complete genome","Burkholderia cenocepacia strain VC7848 chromosome, complete genome"
NC_024148,CP027541,"Mycobacterium phage Phantastic, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024147,CP027541,"Mycobacterium phage ZoeJ, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX574454,CP027541,"Mycobacterium phage PacerPaul, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024145,CP027541,"Mycobacterium phage Hosp, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024143,CP027541,"Mycobacterium phage Lamina13, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024141,CP027541,"Mycobacterium phage Kampy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_022988,CP027541,"Mycobacterium phage Bruin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024787,CP027029,"Listeria phage LMTA-148, complete genome",Listeria monocytogenes strain Lm16 chromosome
NC_024366,CP027541,"Mycobacterium phage OkiRoe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024364,CP027029,"Listeria phage List-36, complete genome",Listeria monocytogenes strain Lm16 chromosome
NC_024365,MTZF01000001,"Pseudomonas phage phiPSA1, complete genome","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
NC_024362,MTZF01000001,"Pseudomonas phage phiPSA2, complete genome","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
NC_024363,CP027541,"Mycobacterium phage Manad, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_024360,CP027029,"Listeria phage LMSP-25, complete genome",Listeria monocytogenes strain Lm16 chromosome
NC_024361,NZ_UHFW01000006,"Streptococcus phage DCC1738, complete sequence","Streptococcus pneumoniae strain NCTC13734, whole genome shotgun sequence"
NC_024368,CP027541,"Mycobacterium phage Pinto, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KT880194,CP027541,"Mycobacterium phage Glass, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH926055,CP027541,"Mycobacterium phage Chewbacca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH926059,CP027541,"Mycobacterium phage Riparian, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH926058,CP027541,"Mycobacterium phage Reptar3000, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_025420,CP031023,"Lactobacillus phage Ld17, complete genome","MAG Lactobacillus delbrueckii subsp. lactis isolate NWC_2_2 chromosome, complete genome"
MH834623,QLNP01000098,"Arthrobacter phage Peas, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
NC_004456,CP014038,"Vibrio phage VHML, complete genome","Vibrio harveyi strain FDAARGOS_107 chromosome 1, complete sequence"
KY702574,CP027541,"Mycobacterium phage Kingsley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_015269,AP014565,"Enterobacteria phage SPC35, complete genome","Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553 DNA, complete genome"
MH779510,NZ_CP029604,"Gordonia phage Kurt, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH779511,CP027541,"Mycobacterium phage LilDestine, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779512,CP019892,"Microbacterium phage Miaurora, complete genome",Microbacterium foliorum strain 122 genome
MH779513,CP027541,"Mycobacterium phage Olga, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779514,CP027541,"Mycobacterium phage Paito, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779515,CP027541,"Mycobacterium phage Sweets, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779516,CP027541,"Mycobacterium phage Waterdiva, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779517,CP027541,"Mycobacterium phage Zulu, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_029009,NZ_UGJA01000003,"Enterococcus phage EFDG1, complete genome","Enterococcus faecalis strain NCTC13779, whole genome shotgun sequence"
MH834627,QLNP01000098,"Arthrobacter phage Ryan, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
KT281796,CP027541,"Mycobacterium phage Zakhe101, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG845393,NZ_CP029604,"Gordonia phage Beenie, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH338238,CP027541,"Mycobacterium phage Michley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_022331,CP027541,"Mycobacterium phage Bane1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_022330,CP027541,"Mycobacterium phage Quink, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_030907,NZ_FNRZ01000004,"Gordonia phage GMA5, complete genome","Gordonia malaquae strain DSM 45064, whole genome shotgun sequence"
MH338239,CP027541,"Mycobacterium phage Mryolo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_030902,NZ_FNRZ01000004,"Gordonia phage GMA1, complete genome","Gordonia malaquae strain DSM 45064, whole genome shotgun sequence"
KX664455,CP027541,"Mycobacterium phage Zombie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK284521,NZ_CP029604,"Gordonia phage Kiko, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MK112549,CP027541,"Mycobacterium phage Morizzled23, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK284522,CP027541,"Mycobacterium phage Malec, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112548,CP027541,"Mycobacterium phage McWolfish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_025426,NZ_CP023560,"Staphylococcus phage P108, complete genome",Staphylococcus aureus strain NMR08 chromosome
KF024722,CP027541,"Mycobacterium virus TA17a, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF541409,NZ_OCQN01000001,"Streptomyces phage Oliynyk, complete genome","Streptomyces sp. OK228, whole genome shotgun sequence"
NC_025427,SIMC01000001,"Rhizobium phage vB_RleM_PPF1, complete genome","Rhizobium leguminosarum strain SM77 chrom_SM77, whole genome shotgun sequence"
MF541407,NZ_OCQN01000001,"Streptomyces phage Esperer, complete genome","Streptomyces sp. OK228, whole genome shotgun sequence"
MF541403,NZ_OCQN01000001,"Streptomyces phage BeardedLady, complete genome","Streptomyces sp. OK228, whole genome shotgun sequence"
KU963258,NZ_CP029604,"Gordonia phage Katyusha, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KU963257,NZ_CP029604,"Gordonia phage Kita, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_028661,MTZF01000001,"Pseudomonas phage PPPL-1, complete genome","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
NC_028666,NZ_AEUT02000001,"Streptococcus phage Str-PAP-1, complete genome","Streptococcus parauberis NCFD 2020 chromosome, whole genome shotgun sequence"
NC_028664,NZ_UWXU01000001,"Klebsiella phage vB_Kp2, complete genome","Klebsiella pneumoniae isolate kpneu038, whole genome shotgun sequence"
NC_028669,NZ_CP023560,"Staphylococcus phage phiJB, complete genome",Staphylococcus aureus strain NMR08 chromosome
MK279860,LC361338,"Arthrobacter phage Lasagna, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MK279861,CP027541,"Mycobacterium phage Legolas, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_013696,NZ_UGJA01000003,"Enterococcus phage phiEf11, complete genome","Enterococcus faecalis strain NCTC13779, whole genome shotgun sequence"
MK279863,LC361338,"Arthrobacter phage Litotes, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MK279864,CP027541,"Mycobacterium phage Mag7, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK279865,CP027541,"Mycobacterium phage Mecca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF957056,CP027541,"Mycobacterium phage Thora, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK279867,LC361338,"Arthrobacter phage Nancia, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MK279868,LC361338,"Arthrobacter phage OMalley, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
JF957059,CP027541,"Mycobacterium phage Optimus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_013698,NZ_MDHL01000001,"Clavibacter phage CMP1, complete genome","Clavibacter michiganensis subsp. michiganensis strain CAYO001 CMMCAY01_contig000001, whole genome shotgun sequence"
NC_013055,CP024902,"Burkholderia phage KS9, complete genome","Burkholderia pyrrocinia strain mHSR5 chromosome mHSR5_A, complete sequence"
MK279900,NZ_CP029604,"Gordonia phage Nina, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MK524526,CP027541,"Mycobacterium phage Robyn, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN699002,CP027541,"Mycobacterium phage Avrafan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN699003,CP027541,"Mycobacterium phage Athena, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN699004,CP027541,"Mycobacterium phage Ares, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_017973,CP027541,"Mycobacterium phage SWU1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK524527,CP027541,"Mycobacterium phage ThreeRngTarjay, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG198785,CP027541,"Mycobacterium phage Thespis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN699009,CP027541,"Mycobacterium phage ThreeOh3D2, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_017978,CP019576,"Clostridium phage PhiS63, complete genome",Clostridium perfringens strain Del1 genome
KY213952,CP027541,"Mycobacterium phage Petruchio, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG198782,LC361338,"Arthrobacter phage MeganNoll, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
NC_014901,CP027541,"Mycobacterium phage Wee, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_014900,CP030026,"Salmonella phage ST160, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_022916,CP019668,"Burkholderia phage JG068, complete genome","Burkholderia cenocepacia strain VC7848 chromosome, complete genome"
NC_013585,NZ_CP029289,"Acidianus spindle-shaped virus 1, complete genome","Acidianus brierleyi strain DSM 1651 chromosome, complete genome"
KU985091,CP027541,"Mycobacterium phage Hercules11, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KU985096,CP027541,"Mycobacterium phage Kazan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KU985095,CP027541,"Mycobacterium phage ChipMunk, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KU985094,CP027541,"Mycobacterium phage Burger, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_006356,NVUT01000001,"Flavobacterium phage 11b, complete genome","MAG Flavobacterium sp. isolate NORP82 Contig_source1382A_55, whole genome shotgun sequence"
KT818595,CP027541,"Mycobacterium phage Pepe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_012093,MTZF01000001,"Pseudomonas phage phi2954 segment S, complete sequence","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
NC_004589,CP033337,"Streptococcus prophage 315.6, complete genome","Streptococcus pyogenes strain TSPY453 chromosome, complete genome"
NC_028900,NZ_CM007353,"Lactococcus phage SL4, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
KT716493,CP027541,"Mycobacterium phage Caelakin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_027329,CP030026,"Salmonella phage vB_SPuM_SP116, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_028843,CP027541,"Mycobacterium phage Lolly9, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028841,CP020557,"Bacteriophage Lily, complete genome","Paenibacillus larvae subsp. pulvifaciens strain SAG 10367, complete sequence"
NC_028688,NZ_UWXU01000001,"Klebsiella phage vB_Kp1, complete genome","Klebsiella pneumoniae isolate kpneu038, whole genome shotgun sequence"
MG009575,CP027541,"Mycobacterium phage Kumao, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028682,CP027541,"Mycobacterium phage Badfish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028685,CP032523,"Shigella phage Ss-VASD, complete genome","Shigella sonnei strain AR_0030 chromosome, complete genome"
KM233455,CP027541,"Mycobacterium phage Farber, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_019407,CP023315,"Caulobacter phage CcrMagneto, complete genome","Caulobacter vibrioides strain CB13b1a chromosome, complete genome"
NC_019405,CP023315,"Caulobacter phage phiCbK, complete genome","Caulobacter vibrioides strain CB13b1a chromosome, complete genome"
NC_021303,CP027541,"Mycobacterium phage SDcharge11, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021302,CP027541,"Mycobacterium phage Fishburne, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021301,CP027541,"Mycobacterium phage SiSi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK392364,NZ_OCQN01000001,"Streptomyces phage Nishikigoi, complete genome","Streptomyces sp. OK228, whole genome shotgun sequence"
NC_021307,CP027541,"Mycobacterium phage Severus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021306,CP027541,"Mycobacterium phage Dumbo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021305,CP027541,"Mycobacterium phage Murphy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021304,NZ_CM001889,"Streptomyces phage Sujidade, complete genome","Streptomyces lividans 1326 chromosome, whole genome shotgun sequence"
KX619650,CP027541,"Mycobacterium phage Jerm, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KX619651,CP027541,"Mycobacterium phage Roosevelt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021309,CP027541,"Mycobacterium phage Phrux, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021308,CP027541,"Mycobacterium phage HINdeR, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK450434,CP027541,"Mycobacterium phage DrPhinkDaddy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK392368,QLNP01000098,"Arthrobacter phage Elesar, complete genome","Arthrobacter globiformis strain mrc11 337, whole genome shotgun sequence"
